x_gal_kpc,y_gal_kpc,z_gal_kpc,R_kpc,feh,componente,x_hel_kpc,y_hel_kpc,z_hel_kpc,d_hel_kpc,l_deg,b_deg
-0.06859,0.01243,0.39587,0.06970,0.39827,0,8.13141,0.01243,0.37507,8.14007,0.08755,2.64097
0.76987,-0.99600,-0.45449,1.25886,0.35657,0,8.96987,-0.99600,-0.47529,9.03751,353.66393,-3.01464
0.95848,-1.64513,-0.29854,1.90397,0.23985,0,9.15848,-1.64513,-0.31934,9.31054,349.81663,-1.96555
-2.11389,0.18386,0.32311,2.12187,0.24963,0,6.08611,0.18386,0.30231,6.09639,1.73037,2.84238
-0.17659,0.26256,-0.19642,0.31642,0.27280,0,8.02341,0.26256,-0.21722,8.03064,1.87428,-1.55000
-1.35542,-1.40008,0.31998,1.94869,0.32731,0,6.84458,-1.40008,0.29918,6.99271,348.43943,2.45209
-1.15461,-0.70050,-0.25976,1.35049,0.43667,1,7.04539,-0.70050,-0.28056,7.08569,354.32190,-2.26923
1.24783,-0.46828,-0.26250,1.33281,0.35908,0,9.44783,-0.46828,-0.28330,9.46367,357.16245,-1.71541
1.39573,1.43197,-0.14653,1.99965,0.38368,0,9.59573,1.43197,-0.16733,9.70343,8.48758,-0.98807
-1.33914,0.75197,-0.92164,1.53582,0.42548,0,6.86086,0.75197,-0.94244,6.96599,6.25480,-7.77550
0.38332,0.66583,-0.84138,0.76828,0.25852,0,8.58332,0.66583,-0.86218,8.65217,4.43567,-5.71898
-0.07199,1.68443,-0.11761,1.68597,0.39798,0,8.12801,1.68443,-0.13841,8.30187,11.70814,-0.95526
-0.01156,0.04388,0.34925,0.04538,0.30887,0,8.18844,0.04388,0.32845,8.19514,0.30702,2.29695
0.26802,0.29408,-0.01839,0.39789,0.39515,0,8.46802,0.29408,-0.03919,8.47321,1.98901,-0.26501
-1.60423,2.21021,-0.05082,2.73103,0.20141,0,6.59577,2.21021,-0.07162,6.95661,18.52571,-0.58991
2.81980,-11.31321,0.88486,11.65933,-0.37476,0,11.01980,-11.31321,0.86406,15.81681,314.24729,3.13159
-2.74631,-0.37436,-1.32304,2.77170,0.23956,0,5.45369,-0.37436,-1.34384,5.62928,356.07323,-13.81124
5.03564,2.12298,-1.59340,5.46486,0.16984,0,13.23564,2.12298,-1.61420,13.50166,9.11255,-6.86644
2.37649,-0.34787,-0.15138,2.40182,0.36601,1,10.57649,-0.34787,-0.17218,10.58361,358.11619,-0.93218
2.01637,-6.24830,0.20220,6.56559,0.05046,0,10.21637,-6.24830,0.18140,11.97700,328.55017,0.86784
-0.13544,0.54928,0.29153,0.56573,0.41849,0,8.06456,0.54928,0.27073,8.08777,3.89642,1.91829
0.29946,0.08985,0.06946,0.31264,0.60199,1,8.49946,0.08985,0.04866,8.50007,0.60564,0.32801
-0.14828,-1.65164,0.39710,1.65828,0.40761,0,8.05172,-1.65164,0.37630,8.22799,348.40783,2.62132
-0.20427,-1.02361,-0.42024,1.04379,0.38233,0,7.99573,-1.02361,-0.44104,8.07305,352.70471,-3.13170
-0.10004,-2.89021,0.21706,2.89194,0.23682,0,8.09996,-2.89021,0.19626,8.60240,340.36272,1.30729
-0.49345,-0.39593,-0.77619,0.63265,0.41228,0,7.70655,-0.39593,-0.79699,7.75776,357.05898,-5.89666
0.17938,0.09510,0.16024,0.20303,0.32821,0,8.37938,0.09510,0.13944,8.38108,0.65022,0.95332
0.35357,0.04763,0.65731,0.35676,0.33222,0,8.55357,0.04763,0.63651,8.57735,0.31901,4.25571
3.01248,1.60800,-0.14981,3.41478,0.25679,0,11.21248,1.60800,-0.17061,11.32848,8.16123,-0.86291
3.10640,1.19403,0.46832,3.32798,0.28933,0,11.30640,1.19403,0.44752,11.37808,6.02847,2.25412
0.49970,1.08779,-0.19464,1.19708,0.37537,0,8.69970,1.08779,-0.21544,8.77009,7.12715,-1.40762
-3.30416,0.68105,0.74536,3.37362,0.18814,0,4.89584,0.68105,0.72456,4.99581,7.91951,8.33924
-4.24779,-9.50412,-0.51648,10.41019,-0.14430,0,3.95221,-9.50412,-0.53728,10.30714,292.57960,-2.98803
-1.50373,1.45557,0.64247,2.09282,0.36804,0,6.69627,1.45557,0.62167,6.88079,12.26362,5.18368
-0.49882,0.02952,-0.21087,0.49970,0.52162,0,7.70118,0.02952,-0.23167,7.70472,0.21964,-1.72309
5.35225,-0.01915,-1.55288,5.35228,0.19578,0,13.55225,-0.01915,-1.57368,13.64332,359.91905,-6.62349
-1.82067,-0.70301,-0.53545,1.95169,0.53235,0,6.37933,-0.70301,-0.55625,6.44201,353.71128,-4.95347
-0.79380,1.15841,0.98255,1.40429,0.30952,0,7.40620,1.15841,0.96175,7.55769,8.88964,7.31098
-0.05133,0.40120,0.31660,0.40447,0.43921,0,8.14867,0.40120,0.29580,8.16391,2.81870,2.07643
-1.03195,0.21377,-0.13749,1.05386,0.29451,0,7.16805,0.21377,-0.15829,7.17298,1.70819,-1.26446
-4.41986,0.98452,-0.07660,4.52818,0.23671,0,3.78014,0.98452,-0.09740,3.90746,14.59809,-1.42832
0.81489,1.42423,-0.25215,1.64088,0.31359,0,9.01489,1.42423,-0.27295,9.13078,8.97773,-1.71300
-0.45471,0.10477,-0.27053,0.46663,0.44023,0,7.74529,0.10477,-0.29133,7.75147,0.77498,-2.15394
-1.28373,-2.44640,0.07153,2.76276,0.26318,0,6.91627,-2.44640,0.05073,7.33637,340.52043,0.39623
1.15043,-0.65949,0.03590,1.32605,0.45421,0,9.35043,-0.65949,0.01510,9.37367,355.96560,0.09233
2.31230,1.01053,0.73251,2.52347,0.27683,0,10.51230,1.01053,0.71171,10.58471,5.49088,3.85546
-0.17452,1.32091,0.64008,1.33239,0.47547,0,8.02548,1.32091,0.61928,8.15700,9.34650,4.35408
-0.07809,-0.49840,0.41587,0.50448,0.43874,0,8.12191,-0.49840,0.39507,8.14678,356.48849,2.77959
0.12510,-0.05972,0.00113,0.13863,0.47899,0,8.32510,-0.05972,-0.01967,8.32534,359.58899,-0.13536
-8.05227,-1.39221,-1.08104,8.17174,0.06408,0,0.14773,-1.39221,-1.10184,1.78161,276.05717,-38.20336
-0.12539,-0.63408,-0.10912,0.64636,0.47521,0,8.07461,-0.63408,-0.12992,8.10051,355.50988,-0.91900
0.00700,-0.00011,-1.85291,0.00700,0.46137,0,8.20700,-0.00011,-1.87371,8.41817,359.99921,-12.86057
-0.90133,-0.24697,-0.38865,0.93455,0.30614,0,7.29867,-0.24697,-0.40945,7.31432,358.06195,-3.20902
-1.34485,-0.10096,-0.43941,1.34864,0.30634,0,6.85515,-0.10096,-0.46021,6.87132,359.15623,-3.84026
0.33276,0.50112,0.04305,0.60154,0.42834,0,8.53276,0.50112,0.02225,8.54749,3.36106,0.14918
0.20486,0.41161,-0.71282,0.45977,0.46848,0,8.40486,0.41161,-0.73362,8.44685,2.80370,-4.98248
0.96727,0.41909,-0.40608,1.05416,0.39748,0,9.16727,0.41909,-0.42688,9.18677,2.61751,-2.66332
-6.09259,-3.09708,-0.18825,6.83459,0.10751,0,2.10741,-3.09708,-0.20905,3.75191,304.23333,-3.19408
-1.63792,0.96980,0.66753,1.90349,0.35110,0,6.56208,0.96980,0.64673,6.66481,8.40680,5.56858
1.21652,-0.25807,0.43766,1.24359,0.31240,0,9.41652,-0.25807,0.41686,9.42927,358.43015,2.53385
-0.94312,0.39157,-0.10682,1.02118,0.30390,0,7.25688,0.39157,-0.12762,7.26856,3.08862,-1.00607
0.39825,-0.20766,0.57300,0.44914,0.24023,0,8.59825,-0.20766,0.55220,8.61846,358.61648,3.67356
4.64386,4.05743,-0.22219,6.16670,0.10069,0,12.84386,4.05743,-0.24299,13.47169,17.53153,-1.03351
-0.22952,-0.12351,-0.05576,0.26064,0.54622,0,7.97048,-0.12351,-0.07656,7.97180,359.11225,-0.55024
1.61317,2.85063,0.61030,3.27543,0.35911,0,9.81317,2.85063,0.58950,10.23582,16.19809,3.30159
0.00967,0.06905,-0.03171,0.06973,0.40864,0,8.20967,0.06905,-0.05251,8.21013,0.48191,-0.36643
-0.33066,0.87621,0.30514,0.93653,0.42514,0,7.86934,0.87621,0.28434,7.92308,6.35345,2.05662
-0.24854,0.59653,-0.31905,0.64624,0.36509,0,7.95146,0.59653,-0.33985,7.98105,4.29040,-2.44048
-0.02204,-0.04194,-0.04721,0.04738,0.51469,0,8.17796,-0.04194,-0.06801,8.17835,359.70616,-0.47645
0.41084,-0.68763,-0.55189,0.80102,0.36526,0,8.61084,-0.68763,-0.57269,8.65721,355.43423,-3.79298
0.59071,2.06558,1.13632,2.14838,0.36817,0,8.79071,2.06558,1.11552,9.09877,13.22307,7.04226
-0.10666,-0.12481,0.59810,0.16418,0.38420,0,8.09334,-0.12481,0.57730,8.11486,359.11650,4.07956
-0.57466,0.56240,0.32089,0.80407,0.41749,0,7.62534,0.56240,0.30009,7.65193,4.21813,2.24760
5.11697,2.60205,1.04018,5.74056,0.14882,0,13.31697,2.60205,1.01938,13.60704,11.05593,4.29637
-4.83585,1.08175,0.55824,4.95536,0.19455,0,3.36415,1.08175,0.53744,3.57443,17.82530,8.64763
0.84602,2.84083,-0.08424,2.96413,0.18237,0,9.04602,2.84083,-0.10504,9.48218,17.43448,-0.63470
-0.34749,-0.87933,-0.46009,0.94550,0.38822,0,7.85251,-0.87933,-0.48089,7.91621,353.61057,-3.48274
1.70041,-1.81735,0.19036,2.48880,0.34950,0,9.90041,-1.81735,0.16956,10.06725,349.59843,0.96507
-0.00856,-0.51961,0.15919,0.51968,0.28464,0,8.19144,-0.51961,0.13839,8.20907,356.37040,0.96596
-0.23513,0.14199,-0.02849,0.27467,0.40375,0,7.96487,0.14199,-0.04929,7.96629,1.02129,-0.35451
0.51306,0.41702,0.07268,0.66116,0.36729,0,8.71306,0.41702,0.05188,8.72318,2.74014,0.34077
0.51885,-1.56603,0.31881,1.64974,0.37743,0,8.71885,-1.56603,0.29801,8.86338,349.81746,1.92679
0.09500,0.14863,-0.06412,0.17640,0.47502,0,8.29500,0.14863,-0.08492,8.29677,1.02650,-0.58644
0.00933,-0.03196,0.35105,0.03330,0.27664,0,8.20933,-0.03196,0.33025,8.21604,359.77691,2.30368
9.72466,0.02863,0.40215,9.72471,-0.16705,0,17.92466,0.02863,0.38135,17.92874,0.09153,1.21878
1.56463,-2.26305,1.95576,2.75127,0.30370,0,9.76463,-2.26305,1.93496,10.20850,346.95152,10.92615
0.23854,-0.50921,1.24783,0.56231,0.44191,0,8.43854,-0.50921,1.22703,8.54248,356.54677,8.25848
-3.58118,0.85308,0.09740,3.68139,0.22498,0,4.61882,0.85308,0.07660,4.69756,10.46437,0.93436
0.99983,0.37643,-0.40847,1.06834,0.40442,0,9.19983,0.37643,-0.42927,9.21753,2.34309,-2.66928
-0.10561,-0.06756,-0.19173,0.12537,0.43647,0,8.09439,-0.06756,-0.21253,8.09746,359.52179,-1.50401
1.11314,-1.03307,-1.03966,1.51866,0.25411,0,9.31314,-1.03307,-1.06046,9.43008,353.67026,-6.45688
-0.69328,0.50972,0.12872,0.86049,0.49106,0,7.50672,0.50972,0.10792,7.52478,3.88450,0.82177
-0.43738,0.02990,-1.42922,0.43841,0.50506,0,7.76262,0.02990,-1.45002,7.89694,0.22067,-10.58060
-1.06056,-0.87021,0.27273,1.37188,0.30372,0,7.13944,-0.87021,0.25193,7.19669,353.05062,2.00613
0.55892,-0.41222,0.17194,0.69449,0.46310,0,8.75892,-0.41222,0.15114,8.76992,357.30551,0.98750
-1.46464,0.80544,-0.16486,1.67150,0.26543,0,6.73536,0.80544,-0.18566,6.78589,6.81927,-1.56782
0.01176,-0.01508,-0.21355,0.01913,0.39586,0,8.21176,-0.01508,-0.23435,8.21512,359.89477,-1.63465
-0.22134,0.07903,0.15662,0.23503,0.38742,0,7.97866,0.07903,0.13582,7.98020,0.56748,0.97522
-3.17633,1.13322,-0.53347,3.37243,0.18856,0,5.02367,1.13322,-0.55427,5.17964,12.71180,-6.14300
-0.70687,0.22195,-0.05674,0.74090,0.46083,0,7.49313,0.22195,-0.07754,7.49682,1.69664,-0.59265
2.06700,0.43034,-0.61606,2.11132,0.43007,0,10.26700,0.43034,-0.63686,10.29573,2.40016,-3.54641
1.59886,1.53808,-0.33615,2.21857,0.32688,1,9.79886,1.53808,-0.35695,9.92526,8.92068,-2.06102
0.89518,-1.09899,-0.07526,1.41743,0.35518,0,9.09518,-1.09899,-0.09606,9.16184,353.11025,-0.60074
-1.24338,-0.26355,-0.31273,1.27101,0.30317,1,6.95662,-0.26355,-0.33353,6.96959,357.83041,-2.74294
-0.10108,-0.04297,-0.07479,0.10984,0.36606,0,8.09892,-0.04297,-0.09559,8.09960,359.69598,-0.67618
-0.95281,-1.22484,0.22974,1.55180,0.35141,0,7.24719,-1.22484,0.20894,7.35293,350.40713,1.62833
-2.07965,-1.24021,-0.94827,2.42138,0.33072,0,6.12035,-1.24021,-0.96907,6.31949,348.54483,-8.82086
-0.09407,-0.01580,0.28200,0.09539,0.50467,0,8.10593,-0.01580,0.26120,8.11015,359.88831,1.84563
0.32328,1.30482,-0.32651,1.34428,0.52427,0,8.52328,1.30482,-0.34731,8.62957,8.70380,-2.30658
-2.71514,4.79411,-0.39163,5.50958,0.17524,0,5.48486,4.79411,-0.41243,7.29639,41.15545,-3.24037
1.97280,0.54538,-0.69110,2.04680,0.29352,0,10.17280,0.54538,-0.71190,10.21225,3.06877,-3.99734
0.57438,-0.26347,0.47106,0.63192,0.38565,0,8.77438,-0.26347,0.45026,8.78988,358.28010,2.93626
-1.81513,4.42970,0.24630,4.78716,0.25805,1,6.38487,4.42970,0.22550,7.77429,34.75217,1.66216
-0.84683,-1.56066,0.36838,1.77561,0.47612,0,7.35317,-1.56066,0.34758,7.52500,348.01718,2.64746
2.31611,-0.58682,0.85073,2.38930,0.29248,0,10.51611,-0.58682,0.82993,10.56512,356.80608,4.50546
0.03371,0.02118,0.58646,0.03981,0.39540,0,8.23371,0.02118,0.56566,8.25315,0.14738,3.93003
1.19325,-0.54939,-0.01652,1.31365,0.45194,0,9.39325,-0.54939,-0.03732,9.40938,356.65271,-0.22727
0.01442,-0.14482,-0.73981,0.14553,0.38538,0,8.21442,-0.14482,-0.76061,8.25083,358.99001,-5.28934
2.63763,2.91565,0.59717,3.93168,0.34609,0,10.83763,2.91565,0.57637,11.23777,15.05775,2.93992
-0.03237,-0.01413,-1.64254,0.03532,0.45086,0,8.16763,-0.01413,-1.66334,8.33529,359.90087,-11.51085
-1.78642,3.61705,0.11295,4.03415,0.31008,0,6.41358,3.61705,0.09215,7.36380,29.42158,0.71705
-3.82628,1.08987,-0.17349,3.97847,0.17213,0,4.37372,1.08987,-0.19429,4.51165,13.99236,-2.46810
0.54958,-0.94561,0.34338,1.09372,0.24023,0,8.74958,-0.94561,0.32258,8.80644,353.83171,2.09921
-2.87893,-6.26444,-0.10128,6.89431,0.02390,0,5.32107,-6.26444,-0.12208,8.22021,310.34485,-0.85095
-0.40901,0.40854,-0.80595,0.57809,0.44380,0,7.79099,0.40854,-0.82675,7.84538,3.00168,-6.04910
0.46377,1.87956,0.83102,1.93593,0.32741,0,8.66377,1.87956,0.81022,8.90226,12.24033,5.22186
0.72393,-0.29558,-1.64474,0.78194,0.48169,0,8.92393,-0.29558,-1.66554,9.08283,358.10294,-10.56626
0.30104,0.27283,0.26259,0.40628,0.36367,0,8.50104,0.27283,0.24179,8.50886,1.83818,1.62833
-0.06137,0.86263,-0.05024,0.86481,0.46852,0,8.13863,0.86263,-0.07104,8.18453,6.05029,-0.49730
-4.11027,3.20653,0.49796,5.21308,0.13542,0,4.08973,3.20653,0.47716,5.21875,38.09805,5.24598
6.79694,8.75692,0.05994,11.08521,-0.16953,0,14.99694,8.75692,0.03914,17.36644,30.28124,0.12914
0.77602,-0.19983,-0.00670,0.80134,0.42542,0,8.97602,-0.19983,-0.02750,8.97829,358.72463,-0.17552
0.16076,1.75197,-0.32876,1.75933,0.34966,0,8.36076,1.75197,-0.34956,8.54950,11.83489,-2.34327
4.41083,0.51153,-0.21362,4.44040,0.09651,0,12.61083,0.51153,-0.23442,12.62338,2.32282,-1.06404
2.93120,-1.44573,0.28262,3.26834,0.24811,0,11.13120,-1.44573,0.26182,11.22775,352.59983,1.33622
-0.52662,1.94507,-0.52572,2.01510,0.32285,0,7.67338,1.94507,-0.54652,7.93490,14.22389,-3.94943
5.92890,-2.97989,-0.17807,6.63563,0.04167,0,14.12890,-2.97989,-0.19887,14.44109,348.09044,-0.78905
0.05273,0.14689,-0.44112,0.15607,0.45477,0,8.25273,0.14689,-0.46192,8.26696,1.01968,-3.20311
-0.45201,-0.17478,-0.23912,0.48462,0.36980,0,7.74799,-0.17478,-0.25992,7.75432,358.70776,-1.92090
0.03745,-0.14940,-0.55898,0.15403,0.42965,0,8.23745,-0.14940,-0.57978,8.25918,358.96093,-4.02534
-0.05578,-2.06755,0.12058,2.06830,0.37728,0,8.14422,-2.06755,0.09978,8.40316,345.75540,0.68034
0.43233,-1.15180,0.58081,1.23026,0.44152,0,8.63233,-1.15180,0.56001,8.72682,352.40002,3.67926
3.80935,-3.79965,0.21709,5.38038,0.38470,0,12.00935,-3.79965,0.19629,12.59764,342.44310,0.89278
-1.52059,0.40723,0.58604,1.57418,0.33225,0,6.67941,0.40723,0.56524,6.71564,3.48891,4.82819
-2.45485,-1.97484,-0.46452,3.15060,0.32419,0,5.74515,-1.97484,-0.48532,6.09445,341.03010,-4.56749
1.89794,1.10734,-0.30140,2.19736,0.29351,0,10.09794,1.10734,-0.32220,10.16358,6.25805,-1.81669
0.18272,0.24862,-0.26801,0.30855,0.48515,1,8.38272,0.24862,-0.28881,8.39138,1.69884,-1.97238
0.63529,-1.83741,-1.32942,1.94414,0.30410,0,8.83529,-1.83741,-1.35022,9.12478,348.25205,-8.50947
0.26223,-0.53702,0.28487,0.59763,0.36557,0,8.46223,-0.53702,0.26407,8.48336,356.36880,1.78380
2.91463,-1.70643,-0.68319,3.37742,0.19324,0,11.11463,-1.70643,-0.70399,11.26687,351.27152,-3.58237
-2.58489,-0.96380,1.33148,2.75873,0.31666,0,5.61511,-0.96380,1.31068,5.84604,350.26043,12.95580
1.31767,0.79116,-2.06991,1.53695,0.40893,0,9.51767,0.79116,-2.09071,9.77666,4.75182,-12.34788
1.03793,-0.82575,0.82903,1.32634,0.42752,0,9.23793,-0.82575,0.80823,9.30991,354.89205,4.98035
0.08300,-5.10798,0.57985,5.10865,0.10502,0,8.28300,-5.10798,0.55905,9.74741,328.33860,3.28794
0.89014,10.82387,-0.09969,10.86041,-0.23441,0,9.09014,10.82387,-0.12049,14.13511,49.97569,-0.48839
-0.87523,0.54798,-0.18668,1.03262,0.36080,0,7.32477,0.54798,-0.20748,7.34817,4.27846,-1.61796
-1.92260,0.96806,1.01862,2.15257,0.36877,0,6.27740,0.96806,0.99782,6.42950,8.76676,8.92800
-0.12714,4.22608,0.21086,4.22799,0.25878,0,8.07286,4.22608,0.19006,9.11411,27.63169,1.19493
-1.25993,3.99067,-0.50326,4.18484,0.17848,0,6.94007,3.99067,-0.52406,8.02276,29.89969,-3.74532
-5.45603,5.15560,0.27685,7.50656,0.17618,0,2.74397,5.15560,0.25605,5.84595,61.97668,2.51037
-0.79072,1.69106,0.50186,1.86679,0.30283,0,7.40928,1.69106,0.48106,7.61502,12.85667,3.62189
-1.69779,0.24547,0.13226,1.71544,0.29626,0,6.50221,0.24547,0.11146,6.50780,2.16196,0.98138
0.99038,3.66762,-0.20058,3.79899,0.27262,0,9.19038,3.66762,-0.22138,9.89766,21.75555,-1.28161
0.25232,-0.70906,0.26271,0.75262,0.30023,0,8.45232,-0.70906,0.24191,8.48546,355.20470,1.63367
-12.55587,6.26557,-0.56820,14.03237,-0.42043,0,-4.35587,6.26557,-0.58900,7.65362,124.80732,-4.41369
-1.31934,1.45125,-0.86325,1.96132,0.27678,0,6.88066,1.45125,-0.88405,7.08740,11.91007,-7.16548
0.60809,0.27001,0.22948,0.66534,0.40283,0,8.80809,0.27001,0.20868,8.81469,1.75583,1.35653
-0.28532,1.54572,0.97433,1.57183,0.35373,0,7.91468,1.54572,0.95353,8.12039,11.05066,6.74349
2.81973,2.48149,0.00593,3.75616,0.13515,0,11.01973,2.48149,-0.01487,11.29569,12.69055,-0.07545
-2.02808,3.56894,0.07999,4.10493,0.17736,0,6.17192,3.56894,0.05919,7.12975,30.03882,0.47566
1.40430,-0.18793,0.62475,1.41681,0.34552,1,9.60430,-0.18793,0.60395,9.62510,358.87902,3.59753
-0.71484,1.89501,-0.17667,2.02535,0.41683,1,7.48516,1.89501,-0.19747,7.72384,14.20697,-1.46499
1.55928,3.71791,0.42804,4.03165,0.29529,0,9.75928,3.71791,0.40724,10.45143,20.85493,2.23312
0.30986,-0.35823,-0.04277,0.47365,0.25136,0,8.50986,-0.35823,-0.06357,8.51764,357.58951,-0.42765
0.38130,1.52891,-0.12590,1.57574,0.40063,0,8.58130,1.52891,-0.14670,8.71767,10.10226,-0.96422
-1.87281,0.97377,0.56905,2.11084,0.38239,0,6.32719,0.97377,0.54825,6.42512,8.74933,4.89496
0.19306,-0.83789,-0.76982,0.85984,0.28571,0,8.39306,-0.83789,-0.79062,8.47175,354.29901,-5.35489
-1.02740,0.11834,0.18775,1.03420,0.58686,1,7.17260,0.11834,0.16695,7.17552,0.94527,1.33323
-4.65405,3.88932,-0.62243,6.06523,0.07325,0,3.54595,3.88932,-0.64323,5.30230,47.64412,-6.96775
-3.34214,3.24282,0.41382,4.65680,0.11971,0,4.85786,3.24282,0.39302,5.85398,33.72475,3.84953
-1.53111,-0.10533,0.15667,1.53473,0.43369,0,6.66889,-0.10533,0.13587,6.67110,359.09515,1.16700
-0.17874,0.56408,0.64943,0.59172,0.45187,0,8.02126,0.56408,0.62863,8.06560,4.02262,4.47013
2.36691,2.38571,0.80913,3.36064,0.21276,0,10.56691,2.38571,0.78833,10.86153,12.72248,4.16220
4.22065,-0.89914,-0.01570,4.31536,0.13037,0,12.42065,-0.89914,-0.03650,12.45321,355.85955,-0.16795
-0.07164,-1.20893,0.43081,1.21105,0.40775,0,8.12836,-1.20893,0.41001,8.22799,351.54040,2.85628
0.03324,0.30902,0.57989,0.31081,0.24897,0,8.23324,0.30902,0.55909,8.25799,2.14950,3.88206
-1.40323,3.36719,0.25131,3.64787,0.23921,0,6.79677,3.36719,0.23051,7.58862,26.35426,1.74068
3.32486,0.95543,0.12961,3.45942,0.36213,1,11.52486,0.95543,0.10881,11.56491,4.73908,0.53908
1.73798,0.17444,0.44928,1.74671,0.39103,0,9.93798,0.17444,0.42848,9.94874,1.00563,2.46841
2.30107,0.42032,-0.53017,2.33915,0.28994,0,10.50107,0.42032,-0.55097,10.52391,2.29213,-3.00105
-0.39921,-0.21583,-0.85351,0.45382,0.33031,0,7.80079,-0.21583,-0.87431,7.85260,358.41520,-6.39261
0.45018,1.14737,0.05771,1.23252,0.44899,0,8.65018,1.14737,0.03691,8.72602,7.55565,0.24238
-1.09423,1.09431,0.50235,1.54753,0.32638,0,7.10577,1.09431,0.48155,7.20564,8.75493,3.83188
-0.84800,-0.21487,-0.43552,0.87480,0.31189,0,7.35200,-0.21487,-0.45632,7.36928,358.32596,-3.55010
-0.34402,-0.85232,-0.32170,0.91913,0.37362,0,7.85598,-0.85232,-0.34250,7.90950,353.80804,-2.48184
1.20766,0.77749,0.35218,1.43629,0.21826,0,9.40766,0.77749,0.33138,9.44555,4.72442,2.01055
0.94223,1.96101,0.59369,2.17563,0.31672,0,9.14223,1.96101,0.57289,9.36772,12.10653,3.50617
-0.43121,-9.23497,0.23588,9.24503,-0.18740,1,7.76879,-9.23497,0.21508,12.07000,310.07174,1.02103
2.72554,2.55624,-1.02633,3.73670,0.26135,0,10.92554,2.55624,-1.04713,11.26935,13.16858,-5.33153
0.03824,-0.37730,-0.14224,0.37923,0.50725,0,8.23824,-0.37730,-0.16304,8.24849,357.37778,-1.13261
-0.22271,0.32983,0.31439,0.39798,0.42100,0,7.97729,0.32983,0.29359,7.98950,2.36764,2.10593
-0.41919,-0.07344,0.55975,0.42558,0.44575,0,7.78081,-0.07344,0.53895,7.79980,359.45920,3.96218
-0.08773,-0.96955,-0.43011,0.97351,0.46391,0,8.11227,-0.96955,-0.45091,8.18244,353.18456,-3.15901
0.72918,-0.22418,0.74414,0.76286,0.45074,0,8.92918,-0.22418,0.72334,8.96123,358.56180,4.62987
-2.61020,-1.17319,0.09873,2.86174,0.30734,0,5.58980,-1.17319,0.07793,5.71212,348.14676,0.78171
-0.62594,1.36243,0.09247,1.49933,0.43191,0,7.57406,1.36243,0.07167,7.69596,10.19735,0.53357
0.00875,-0.94938,0.33226,0.94942,0.42629,0,8.20875,-0.94938,0.31146,8.26933,353.40277,2.15850
0.33164,-0.11670,-0.93836,0.35157,0.36661,0,8.53164,-0.11670,-0.95916,8.58618,359.21632,-6.41391
0.98362,0.02548,-0.18161,0.98395,0.37188,0,9.18362,0.02548,-0.20241,9.18588,0.15898,-1.26263
7.18095,-1.62311,1.26759,7.36211,0.11825,0,15.38095,-1.62311,1.24679,15.51653,353.97603,4.60882
0.23074,0.34710,-0.37543,0.41680,0.37417,0,8.43074,0.34710,-0.39623,8.44718,2.35758,-2.68854
-2.67506,0.32225,0.49372,2.69440,0.30952,0,5.52494,0.32225,0.47292,5.55450,3.33809,4.88420
0.50344,0.92094,-0.21967,1.04957,0.31991,1,8.70344,0.92094,-0.24047,8.75533,6.04021,-1.57386
3.59446,-3.45020,0.08489,4.98237,0.28830,0,11.79446,-3.45020,0.06409,12.28891,343.69437,0.29880
1.72430,4.50816,-0.02022,4.82667,0.15515,0,9.92430,4.50816,-0.04102,10.90032,24.43015,-0.21559
-0.24250,0.18902,-0.82201,0.30746,0.53203,0,7.95750,0.18902,-0.84281,8.00424,1.36076,-6.04419
2.60821,0.18103,-0.45315,2.61448,0.28395,0,10.80821,0.18103,-0.47395,10.82011,0.95955,-2.51052
0.39704,2.24915,-0.54874,2.28393,0.35822,0,8.59704,2.24915,-0.56954,8.90461,14.66111,-3.66716
-0.93817,1.35676,-0.06798,1.64953,0.34531,0,7.26183,1.35676,-0.08878,7.38802,10.58284,-0.68849
-1.08012,-2.42223,-0.24045,2.65214,0.42396,0,7.11988,-2.42223,-0.26125,7.52517,341.21136,-1.98949
1.35762,-3.22535,0.19659,3.49943,0.21187,0,9.55762,-3.22535,0.17579,10.08870,341.35233,0.99838
-0.42679,0.64663,0.22357,0.77478,0.53871,0,7.77321,0.64663,0.20277,7.80270,4.75535,1.48913
-4.23746,0.58221,0.56002,4.27727,0.27419,0,3.96254,0.58221,0.53922,4.04122,8.35861,7.66787
-0.94154,-1.45767,0.58598,1.73531,0.35837,0,7.25846,-1.45767,0.56518,7.42493,348.64468,4.36554
0.36092,-0.29700,0.83123,0.46741,0.44166,0,8.56092,-0.29700,0.81043,8.60432,358.01305,5.40462
-0.58793,1.44311,-0.17955,1.55828,0.39026,0,7.61207,1.44311,-0.20035,7.75025,10.73485,-1.48133
-0.01768,0.10123,-0.18524,0.10276,0.49450,0,8.18232,0.10123,-0.20604,8.18554,0.70881,-1.44234
-6.43719,8.27709,0.21905,10.48560,-0.20300,0,1.76281,8.27709,0.19825,8.46505,77.97710,1.34197
2.38518,5.81656,0.15818,6.28661,0.25461,0,10.58518,5.81656,0.13738,12.07879,28.78879,0.65167
-0.68196,-0.47595,0.77821,0.83162,0.40715,0,7.51804,-0.47595,0.75741,7.57108,356.37758,5.74145
-0.67313,-0.79469,-0.01985,1.04146,0.33901,0,7.52687,-0.79469,-0.04065,7.56882,353.97303,-0.30772
0.29906,0.59790,-0.75180,0.66852,0.40293,0,8.49906,0.59790,-0.77260,8.55502,4.02407,-5.18142
